,Unnamed: 0,Lon,Lat,Day,E
52,52,24.859198,60.224232,4,0.1199999999999997
53,53,24.670542,60.126546,4,0.08181818181818101
54,54,24.873313,60.215404,4,0.08181818181818101
55,55,25.084536,60.330933,4,0.06382978723404181
56,56,24.759409,60.178033,4,0.06382978723404181
57,57,24.653261,60.353741,4,0.21951219512195103
58,58,24.925142,60.197411,4,0.21951219512195103
59,59,27.17258,60.597465,6,0.0
60,60,24.883829,60.232863,6,0.8181818181818181
61,61,24.74355,60.219637,6,0.26470588235294074
62,62,25.058072,60.298991,6,0.26470588235294074
63,63,25.031349,60.192358,6,0.9000000000000001
64,64,22.992397,59.832215,6,0.9000000000000001
65,65,24.881509,60.231689,6,0.6428571428571426
66,66,24.856937,60.380217,6,0.6428571428571426
67,67,24.967708,60.190601,6,0.45000000000000007
68,68,28.772926,61.210842,6,0.0
69,69,25.05542,60.210781,6,0.3103448275862064
70,70,24.99731,60.278874,6,0.3103448275862064
71,71,24.913931,60.175029,6,0.0573248407643307
72,72,24.802512,60.159953,6,0.0573248407643307
73,73,24.740476,60.19111,6,0.2368421052631578
74,74,24.952387,60.16476,6,0.2368421052631578
75,75,25.037869,60.209088,6,0.9000000000000001
76,76,25.150184,60.216672,6,0.9000000000000001
77,77,22.575124,60.648506,6,0.0
78,78,24.705352,60.519462,6,0.1698113207547162
79,79,24.827881,60.184608,6,0.33333333333333304
80,80,26.439631,60.719113,6,0.0
81,81,24.778523,60.156492,6,0.8181818181818181
82,82,24.95336,60.204099,6,0.8181818181818181
83,83,24.661204,60.174053,6,0.1232876712328767
84,84,24.859695,60.165391,6,0.1232876712328767
85,85,24.851617,60.242728,6,0.33333333333333304
86,86,25.040226,60.318672,6,0.33333333333333304
87,87,24.92514,60.234261,6,0.2999999999999997
88,88,24.858243,60.243825,6,0.2999999999999997
89,89,24.466571,60.977867,6,0.0
90,90,25.563539,60.552289,6,0.0
91,91,25.118857,60.204205,6,0.36000000000000004
92,92,22.717715,61.187997,6,0.0
93,93,24.80084,60.245704,6,0.4999999999999995
94,94,25.037636,60.186918,6,0.4999999999999995
95,95,25.573855,61.167302,6,0.0
96,96,24.9714,60.282569,6,0.0012735248337342002
97,97,27.836274,62.246225,6,0.0
98,98,25.01975,60.379203,6,0.1475409836065572
99,99,24.958757,60.170255,3,0.17647058823529413
100,100,24.980807,60.282277,3,0.17647058823529413
101,101,23.261996,60.050065,5,0.0
102,102,24.192976,60.121588,5,0.45000000000000007
103,103,21.867009,61.593041,5,0.0
104,104,24.583572,60.281478,5,0.0
105,105,24.876358,60.232241,5,0.290322580645161
106,106,23.933539,63.895485,5,0.0
107,107,24.825651,60.180362,5,0.059210526315789005
108,108,24.906354,60.186999,5,0.059210526315789005
109,109,22.38643,62.596501,5,0.0
110,110,24.797614,60.269455,5,0.1184210526315789
111,111,24.650805,60.356953,5,0.0
112,112,24.8515,60.259412,5,0.6923076923076922
113,113,24.884865,60.197987,5,0.6923076923076922
114,114,23.826874,62.628985,5,0.0
115,115,23.735409,62.613285,5,0.0
116,116,25.081879,60.281316,5,0.10227272727272671
117,117,26.615001,60.934186,5,0.0
118,118,24.898695,60.225759,5,0.5625
119,119,24.359288,60.567808,5,0.0
120,120,23.658784,64.058723,5,0.0
121,121,24.827881,60.184608,5,0.4736842105263156
122,122,21.331235,62.028368,5,0.0
123,123,24.771051,60.214744,5,0.33333333333333304
124,124,23.630781,60.817855,5,0.0
125,125,25.178272,60.200724,5,0.0
126,126,24.907565,60.162555,5,0.0192719486081367
127,127,25.398169,60.731405,5,0.0
128,128,25.114192,60.501607,5,0.0
129,129,24.960474,60.271773,5,0.8181818181818181
130,130,24.849506,60.640799,5,0.8181818181818181
131,131,24.95897,60.255228,5,0.030927835051545602
132,132,24.959629,60.239661,5,0.030927835051545602
133,133,23.829716,62.625174,5,0.0
134,134,25.194074,61.865513,5,0.0
135,135,24.980606,60.251793,5,0.22500000000000003
136,136,24.991781,60.25651,5,0.22500000000000003
137,137,24.338273,61.028932,5,0.0
138,138,25.530298,60.97897,5,0.0
139,139,24.537685,60.165577,5,0.19565217391304343
140,140,26.719125,61.239116,5,0.0
141,141,22.13175,61.316885,5,0.0
142,142,24.960301,60.542151,5,0.5999999999999994
143,143,24.954463,60.193849,5,0.0010999755560979001
144,144,24.939768,60.192579,5,0.0010999755560979001
145,145,28.037112,63.291056,5,0.0
146,146,22.092574,61.201654,5,0.0
147,147,24.734866,60.228903,3,0.7499999999999998
148,148,24.969114,60.164605,3,0.7499999999999998
149,149,24.406057,60.118184,5,0.0098360655737697
150,150,24.542754,60.965678,5,0.0
151,151,24.051903,60.27255,5,0.4999999999999995
152,152,29.838344,62.959903,5,0.0
153,153,25.104567,60.236551,3,0.45000000000000007
154,154,25.035128,60.169741,3,0.45000000000000007
155,155,24.738547,60.17111,5,0.023255813953487702
156,156,24.827971,60.180049,5,0.023255813953487702
157,157,24.946205,60.218017,5,0.9000000000000001
158,158,24.678766,60.127955,5,0.9000000000000001
159,159,24.959316,60.175809,5,0.6923076923076922
160,160,24.518024,60.377413,5,0.6923076923076922
161,161,24.724232,60.159431,5,0.1999999999999998
162,162,24.794948,60.174817,5,0.1999999999999998
163,163,25.781292,62.119398,5,0.0
164,164,26.037175,61.198271,5,0.0
165,165,24.834705,60.242373,5,0.7499999999999998
166,166,24.773873,60.189246,5,0.7499999999999998
167,167,24.958584,60.160688,5,0.9000000000000001
168,168,21.95023,62.111394,5,0.0
169,169,25.003265,60.244101,5,0.0517241379310344
170,170,24.963776,60.187878,5,0.0517241379310344
171,171,22.146875,61.326989,5,0.0
172,172,24.984488,60.24608,5,0.5625
173,173,24.850701,60.238176,5,0.18000000000000002
174,174,22.985641,59.827298,5,0.18000000000000002
175,175,23.71939,61.170523,5,0.0
176,176,24.922888,60.169249,5,0.0849056603773581
177,177,23.59865,62.58592,7,0.0
178,178,24.925386,60.161283,7,0.6428571428571426
179,179,29.813021,62.56426,5,0.0
180,180,24.888743,60.261723,5,0.6428571428571426
181,181,24.985101,60.217455,5,0.4090909090909086
182,182,24.470349,60.289826,5,0.0
183,183,29.847276,62.522243,5,0.0
184,184,24.812231,62.878661,5,0.0
185,185,25.002959,60.28073,5,0.2999999999999997
186,186,24.901306,60.222782,5,0.2999999999999997
187,187,24.652412,60.144056,5,0.7499999999999998
188,188,24.207768,60.432857,5,0.0
189,189,24.764742,60.192923,5,0.4090909090909086
190,190,24.968665,60.271813,5,0.4090909090909086
191,191,25.029225,60.261714,5,0.8181818181818181
192,192,24.038085,60.049511,5,0.0
193,193,24.74015,60.184835,5,0.1084337349397587
194,194,24.764824,60.223537,5,0.1084337349397587
195,195,24.953674,60.183633,5,0.21428571428571422
196,196,25.125398,60.335127,5,0.21428571428571422
197,197,24.975236,60.181392,5,0.4090909090909086
198,198,24.953132,60.193487,5,0.4090909090909086
199,199,24.953674,60.183633,5,0.0891089108910891
200,200,24.877056,60.240147,5,0.0891089108910891
201,201,25.062611,60.199676,5,0.7499999999999998
202,202,23.700047,60.04388,5,0.0
203,203,24.953201,60.179234,5,0.6923076923076922
204,204,24.988736,60.38588,5,0.6923076923076922
205,205,24.735686,60.239913,5,0.5625
206,206,25.681445,61.297276,5,0.0
207,207,25.425269,60.736351,5,0.0
208,208,24.895021,67.664118,5,0.0
209,209,25.062611,60.199676,5,0.36000000000000004
210,210,25.037234,60.279186,5,0.36000000000000004
211,211,27.785324,62.19593,7,0.0
212,212,25.041471,60.277274,7,0.13043478260869562
213,213,25.142931,60.25554,7,0.0
214,214,24.708755,60.322892,7,0.0
215,215,22.279066,60.453776,7,0.0
216,216,24.659923,60.174419,7,0.2571428571428565
217,217,25.106058,60.393014,7,0.5999999999999994
218,218,25.030072,60.195085,7,0.5999999999999994
219,219,24.653742,60.222224,7,0.243243243243243
220,220,25.331043,60.607107,7,0.0
221,221,22.726919,61.164498,7,0.0
222,222,25.198499,60.280295,7,0.0
223,223,25.038419,60.324318,7,0.26470588235294074
224,224,25.024213,60.24929,7,0.26470588235294074
225,225,24.595339,60.232856,7,0.12499999999999921
226,226,24.930169,60.171539,7,0.12499999999999921
227,227,24.925533,60.181531,7,0.45000000000000007
228,228,24.812561,60.224949,7,0.45000000000000007
229,229,25.427177,65.071688,7,0.0
230,230,22.901273,60.578676,7,0.0
231,231,22.695144,61.1806,7,0.0
232,232,24.765798,60.572809,7,0.0
233,233,25.563539,60.552289,7,0.0
234,234,25.09451,60.486976,7,0.0
235,235,25.375659,65.323098,7,0.0
236,236,24.807557,60.178404,7,0.031141868512110298
237,237,24.719798,60.231205,7,0.0
238,238,25.78062,62.249211,7,0.0
239,239,23.807609,62.997572,7,0.0
240,240,24.949958,60.262284,7,0.18000000000000002
241,241,24.920158,60.157012,7,0.45000000000000007
242,242,24.8912,60.261714,7,0.45000000000000007
243,243,24.979015,60.190199,7,0.13043478260869562
244,244,22.218188,60.390766,7,0.0
245,245,25.088293,60.284899,4,0.4999999999999995
246,246,25.081879,60.281316,4,0.4999999999999995
247,247,24.946014,60.161031,4,0.1046511627906969
248,248,24.750883,60.816759,4,0.0
249,249,24.781371,60.158802,4,0.0
250,250,26.010746,60.422705,4,0.4736842105263156
251,251,24.901567,60.245496,4,0.243243243243243
252,252,24.652778,60.274975,4,0.243243243243243
253,253,24.819319,60.258594,4,0.4999999999999995
254,254,24.510599,60.311643,4,0.0
255,255,24.900108,60.198658,4,0.5625
256,256,25.531943,60.456326,4,0.0
257,257,25.158859,61.94104,4,0.0
258,258,24.872399,60.3225,4,0.39130434782608686
259,259,24.859048,60.159587,4,0.6923076923076922
260,260,23.633157,60.090213,4,0.0
261,261,24.986437,60.249782,4,0.5625
262,262,24.762231,60.202286,4,0.5625
263,263,24.813637,60.17885,4,0.1551724137931032
264,264,25.12325,60.342634,4,0.1551724137931032
265,265,29.82907,62.61221,4,0.0
266,266,24.853589,60.257806,4,0.36000000000000004
267,267,25.069623,60.318669,4,0.7499999999999998
268,268,24.653261,60.353741,4,0.7499999999999998
269,269,25.059474,60.195454,4,0.1184210526315789
270,270,24.883451,60.187794,4,0.1184210526315789
271,271,24.859198,60.224232,4,0.054878048780487305
272,272,24.913851,60.177467,4,0.054878048780487305
273,273,24.826528,60.241644,4,0.2727272727272727
274,274,25.085899,60.203742,4,0.2727272727272727
275,275,25.062765,60.225478,4,0.37499999999999944
276,276,25.525954,60.356727,4,0.0
277,277,24.949918,60.160829,4,0.8181818181818181
278,278,25.075256,60.410605,4,0.8181818181818181
279,279,28.758139,61.156014,4,0.0
280,280,24.821172,60.270566,4,0.5999999999999994
281,281,24.827971,60.180049,4,0.12676056338028152
282,282,25.07201,60.232115,4,0.12676056338028152
283,283,24.966069,60.288605,4,0.18367346938775492
284,284,25.35027,60.326933,4,0.18367346938775492
285,285,25.122464,60.233293,4,0.4999999999999995
286,286,25.143241,60.461613,4,0.4999999999999995
287,287,26.326289,60.892319,4,0.0
288,288,22.004333,60.49067,4,0.0
289,289,24.882172,60.238869,4,0.4999999999999995
290,290,24.738734,60.230034,4,0.4999999999999995
291,291,25.087189,60.370483,4,0.6428571428571426
292,292,24.943925,60.213064,4,0.6428571428571426
293,293,23.987824,60.045436,4,0.0
294,294,24.67191,60.219836,4,0.6923076923076922
295,295,24.695308,62.261325,4,0.0
296,296,23.592235,62.58012,4,0.0
297,297,24.897166,60.202904,4,0.0749999999999997
298,298,24.75748,60.210317,4,0.0749999999999997
299,299,29.44491,62.551984,4,0.0
300,300,24.747528,60.239708,4,0.8181818181818181
301,301,22.171806,63.002161,4,0.0
302,302,24.924613,60.17767,4,0.2307692307692304
303,303,25.047548,60.177656,4,0.0
304,304,25.080741,60.451392,4,0.0
305,305,27.69181,62.8254,4,0.0
306,306,24.097539,60.247482,4,0.6428571428571426
307,307,25.050088,60.168641,4,0.5625
308,308,25.120637,60.359747,4,0.0
309,309,24.973114,60.204402,4,0.1153846153846152
310,310,23.630633,62.575156,4,0.0
311,311,22.519551,60.417968,5,0.0
312,312,24.753942,60.182714,5,0.13043478260869562
313,313,25.037935,60.297707,3,0.5999999999999994
314,314,28.77434,61.104656,3,0.0
315,315,25.577601,61.168733,5,0.0
316,316,23.583138,60.817201,5,0.0
317,317,25.175026,61.046515,3,0.0
318,318,26.440413,60.497936,3,0.0
319,319,25.14708,61.858901,3,0.0
320,320,24.764742,60.192923,3,0.0749999999999997
321,321,24.77715,60.215031,3,0.0253521126760563
322,322,24.767701,60.174194,3,0.0253521126760563
323,323,23.56186,59.919456,3,0.0
324,324,25.080231,60.314869,3,0.7499999999999998
325,325,25.047575,60.214105,7,0.2571428571428565
326,326,25.064025,60.189037,7,0.2571428571428565
327,327,24.876589,60.158431,7,0.1168831168831161
328,328,24.976806,60.189507,7,0.1168831168831161
329,329,24.964381,60.167983,5,0.0692307692307684
330,330,24.954463,60.193849,5,0.0692307692307684
331,331,24.924479,60.209801,5,0.0
332,332,24.771634,60.173794,5,0.6428571428571426
333,333,24.53616,60.166476,5,0.4736842105263156
334,334,25.047801,60.139444,5,0.0
335,335,25.064973,60.256933,3,0.17307692307692282
336,336,24.961532,60.167002,3,0.17307692307692282
337,337,24.774948,60.213503,5,0.0418604651162784
338,338,24.651393,60.195432,5,0.0418604651162784
339,339,24.948468,60.170132,5,0.18367346938775492
340,340,29.689688,62.627576,5,0.0
341,341,24.747631,60.221476,3,0.17307692307692282
342,342,24.912887,60.158563,3,0.17307692307692282
343,343,23.725772,62.605376,5,0.0
344,344,24.769787,60.164963,5,0.0
345,345,24.824742,60.234465,5,0.5999999999999994
346,346,25.040434,60.234872,5,0.5999999999999994
347,347,24.827062,60.220053,3,0.5625
348,348,24.788819,60.165898,3,0.0
349,349,25.042781,60.323014,7,0.5625
350,350,25.468533,64.991387,7,0.0
351,351,25.03477,60.185381,3,0.096774193548387
352,352,24.409391,61.063682,3,0.0
353,353,24.990088,60.268759,3,0.020785219399538098
354,354,25.027996,60.240374,3,0.020785219399538098
355,355,24.917806,60.207802,5,0.0
356,356,25.648595,61.160571,5,0.0
357,357,28.775566,61.216654,7,0.0
358,358,24.774872,60.169464,7,0.6428571428571426
359,359,24.713706,60.156472,7,0.21951219512195103
360,360,26.921928,60.430355,7,0.0
361,361,22.172732,62.438392,7,0.0
362,362,23.123507,59.836299,7,0.0
363,363,27.677766,62.88999,7,0.0
364,364,24.67592,60.16192,7,0.6923076923076922
365,365,24.752781,60.175802,7,0.1914893617021272
366,366,24.7441,60.222404,7,0.1914893617021272
367,367,22.589568,61.597709,7,0.0
368,368,24.952256,60.307008,7,0.1199999999999997
369,369,24.794947,60.167629,3,0.0
370,370,24.795342,60.180827,3,0.018711018711018004
371,371,24.908531,60.155893,3,0.9000000000000001
372,372,25.375659,65.323098,3,0.0
373,373,25.995062,60.280798,3,0.0
374,374,24.690269,60.17333,3,0.5999999999999994
375,375,21.983844,62.685677,3,0.0
376,376,24.774607,60.175102,3,0.3214285714285713
377,377,28.926887,62.027049,3,0.0
378,378,24.830647,60.174794,3,0.6428571428571426
379,379,24.989096,60.228976,3,0.011952191235059102
380,380,25.003565,60.249691,3,0.011952191235059102
381,381,26.784746,60.766197,3,0.0
382,382,24.088525,60.386236,3,0.0
383,383,24.592625,60.245275,3,0.6428571428571426
384,384,23.346088,62.574387,3,0.0
385,385,24.952301,60.175485,3,0.023872679045092802
386,386,24.92764,60.167343,3,0.023872679045092802
387,387,24.936632,60.183917,3,0.1363636363636359
388,388,25.086821,60.416788,3,0.1363636363636359
389,389,24.831181,60.603759,3,0.7499999999999998
390,390,23.619738,62.633636,3,0.0
391,391,25.798659,65.138057,3,0.0
392,392,24.672959,60.181606,3,0.18000000000000002
393,393,25.099768,60.275078,3,0.06976744186046491
394,394,24.810676,60.22123,3,0.06976744186046491
395,395,24.86212,60.62708,3,0.7499999999999998
396,396,25.006808,60.188717,3,0.7499999999999998
397,397,25.076691,60.289814,3,0.15254237288135522
398,398,25.07774,60.373553,3,0.15254237288135522
399,399,25.073875,60.349459,7,0.0532544378698224
400,400,24.925142,60.197411,7,0.0532544378698224
401,401,24.152251,65.848299,3,0.0
402,402,25.659353,60.394662,3,0.7499999999999998
403,403,27.641782,62.837131,7,0.0
404,404,24.98254,60.215977,7,0.0882352941176466
405,405,24.867131,60.278036,7,0.2727272727272727
406,406,24.960072,60.195524,7,0.2727272727272727
407,407,25.02943,60.231422,3,0.36000000000000004
408,408,24.574136,60.208105,3,0.36000000000000004
409,409,25.313504,64.091152,3,0.0
410,410,24.724483,60.173006,3,0.6923076923076922
411,411,25.027913,60.190607,7,0.2045454545454543
412,412,24.81745,60.228385,7,0.2045454545454543
413,413,23.994668,60.04189,3,0.0
414,414,24.800964,60.210226,3,0.34615384615384565
415,415,23.75188,60.256179,3,0.0
416,416,25.007905,60.253789,3,0.37499999999999944
417,417,24.925242,60.218077,3,0.09000000000000001
418,418,22.163603,61.119267,3,0.0
419,419,23.659479,60.070333,3,0.7499999999999998
420,420,24.720054,60.149087,3,0.7499999999999998
421,421,25.065162,60.497178,3,0.3214285714285713
422,422,25.152762,60.516606,3,0.0
423,423,24.2318,60.233383,3,0.0
424,424,22.156273,61.129114,3,0.0
425,425,25.090872,60.166426,3,0.0
426,426,24.920712,60.203913,3,0.2499999999999993
427,427,24.846509,60.24507,7,0.0
428,428,24.738264,60.160076,7,0.19565217391304343
429,429,24.893718,60.265725,3,0.0
430,430,24.801621,60.182143,3,0.33333333333333304
431,431,25.11466,60.448706,3,0.0
432,432,28.817623,61.19114,3,0.0
433,433,25.030326,60.195231,7,0.1323529411764699
434,434,25.123184,60.232701,7,0.1323529411764699
435,435,24.40207,60.094766,3,0.2307692307692304
436,436,24.235506,60.532826,3,0.0
437,437,25.826684,62.241812,7,0.0
438,438,24.700003,60.396986,7,0.7499999999999998
439,439,24.958666,60.171637,3,0.6428571428571426
440,440,25.080379,60.202782,3,0.6428571428571426
441,441,23.779796,61.206469,3,0.0
442,442,24.827971,60.180049,3,0.11250000000000002
443,443,24.883232,60.249418,7,0.7499999999999998
444,444,24.746442,60.223531,7,0.7499999999999998
445,445,25.032834,60.189676,7,0.17647058823529413
446,446,24.820802,60.179055,7,0.17647058823529413
447,447,29.79176,62.577878,7,0.0
448,448,24.302857,60.305987,7,0.0
449,449,24.783678,60.265959,7,0.0
450,450,25.049941,60.153191,7,0.0
451,451,24.960374,60.188334,7,0.6923076923076922
452,452,27.091724,62.286863,7,0.0
453,453,28.760382,61.175321,7,0.0
454,454,25.257344,60.421383,7,0.34615384615384565
455,455,24.77994,60.173607,7,0.4999999999999995
456,456,24.962367,60.24616,7,0.4999999999999995
457,457,24.83065,60.24425,7,0.5625
458,458,24.700931,61.203753,7,0.0
459,459,25.09285,60.456353,3,0.011508951406649402
460,460,25.079523,60.446221,3,0.0
461,461,24.989617,60.383697,3,0.1698113207547162
462,462,25.024177,60.291764,3,0.1698113207547162
463,463,24.887523,60.134236,3,0.28125
464,464,25.019557,60.278106,3,0.28125
465,465,24.97713,60.20484,3,0.9000000000000001
466,466,24.656438,60.808551,3,0.0
467,467,26.679631,60.872527,6,0.0
468,468,25.009155,60.262893,6,0.6428571428571426
469,469,24.974254,63.924085,1,0.0
470,470,24.886023,60.264991,1,0.7499999999999998
471,471,24.857217,60.621631,6,0.34615384615384565
472,472,25.104877,60.279594,6,0.34615384615384565
473,473,25.105188,60.212593,6,0.2499999999999993
474,474,25.002673,60.243918,6,0.2499999999999993
475,475,24.82446,60.235013,1,0.21428571428571422
476,476,24.759935,60.158928,1,0.21428571428571422
477,477,24.917846,60.183424,1,0.6923076923076922
478,478,25.321523,60.2815,1,0.6923076923076922
479,479,24.872866,60.19611,1,0.0
480,480,24.892522,60.161726,1,0.1499999999999994
481,481,22.96287,59.832695,1,1.0
482,482,25.12501,60.281958,1,1.0
483,483,25.66242,60.411156,6,0.17307692307692282
484,484,25.071574,60.262076,6,0.17307692307692282
485,485,24.823567,61.860212,1,0.0
486,486,25.47606,60.893985,1,0.0
487,487,24.318355,60.092219,1,0.0
488,488,24.240103,60.218991,1,0.0
489,489,26.474015,60.567613,2,0.0
490,490,28.207121,63.013028,2,0.0
491,491,26.501086,62.313142,2,0.0
492,492,24.705665,60.434127,2,0.7499999999999998
493,493,24.755658,60.207141,2,0.1578947368421052
494,494,24.516752,60.250354,2,0.1578947368421052
495,495,25.003314,60.258256,2,0.10227272727272671
496,496,23.117948,63.806684,2,0.0
497,497,21.969461,62.114237,2,0.0
498,498,25.48236,60.338732,2,0.0
499,499,25.745981,61.046803,2,0.0
500,500,25.113088,60.351392,2,0.0789473684210526
501,501,24.859198,60.224232,2,0.37499999999999944
502,502,22.352221,62.968092,2,0.0
503,503,25.052706,60.387586,2,0.0
504,504,24.874422,60.279005,2,0.1698113207547162
505,505,24.992402,60.274995,2,0.36000000000000004
506,506,24.749408,60.177071,2,0.36000000000000004
507,507,25.067964,60.492935,2,0.0456852791878164
508,508,25.120194,60.546992,2,0.0
509,509,24.28302,60.335088,7,0.2727272727272727
510,510,24.871853,60.238925,7,0.2727272727272727
511,511,28.644657,62.400538,7,0.0
512,512,24.885885,60.149946,7,0.4736842105263156
513,513,24.771682,60.246988,7,0.0692307692307684
514,514,25.78062,62.249211,7,0.0
515,515,24.888477,60.147667,7,0.8181818181818181
516,516,24.477686,60.105473,7,0.8181818181818181
517,517,24.243172,60.531754,7,0.0
518,518,24.561919,60.274426,7,0.0
519,519,25.29091,64.150743,7,0.0
520,520,23.611823,62.579301,7,0.0
521,521,24.688508,60.172572,7,0.5294117647058824
522,522,24.133571,60.273836,7,0.5294117647058824
523,523,24.945358,60.165858,7,0.8181818181818181
524,524,21.852111,60.199185,7,0.0
525,525,24.98027,60.359966,7,0.1084337349397587
526,526,26.720976,60.851621,7,0.0
527,527,24.842592,60.229209,7,0.8181818181818181
528,528,23.934365,61.475834,7,0.0
529,529,24.897054,60.190283,7,0.2571428571428565
530,530,22.541989,60.64878,7,0.0
531,531,24.820561,60.231608,7,0.4736842105263156
532,532,25.102468,60.277136,7,0.4736842105263156
533,533,24.859198,60.224232,7,0.9000000000000001
534,534,25.029346,60.242245,7,0.9000000000000001
535,535,23.03583,60.640857,7,0.0
536,536,23.65095,62.59543,7,0.0
537,537,25.076038,60.261971,3,0.34615384615384565
538,538,24.762928,60.152786,3,0.34615384615384565
539,539,25.0008,60.184469,3,0.34615384615384565
540,540,26.706259,60.868213,3,0.0
541,541,24.947833,60.19452,3,0.012379642365887102
542,542,23.023582,59.854936,3,0.0
543,543,25.068729,60.262502,3,0.2999999999999997
544,544,24.845431,60.2993,3,0.2999999999999997
545,545,26.015778,61.205389,3,0.0
546,546,24.203877,64.071794,3,0.0
547,547,23.95258,64.268427,3,0.0
548,548,25.251282,60.37434,3,0.025568181818181
549,549,25.089564,60.162722,3,0.0
550,550,25.074422,60.261911,3,0.4999999999999995
551,551,24.511685,60.122209,3,0.6923076923076922
552,552,23.628904,61.501994,3,0.0
553,553,25.003256,60.245152,3,0.4999999999999995
554,554,24.924479,60.209801,3,0.0
555,555,22.759841,63.751761,3,0.0
556,556,24.713989,60.228507,3,0.2045454545454543
557,557,24.963564,60.239949,3,0.0569620253164554
558,558,25.030446,60.23297,3,0.0569620253164554
559,559,24.612311,60.170123,3,0.7499999999999998
560,560,25.159241,60.255689,3,0.0
561,561,25.775092,62.253815,3,0.0
562,562,23.083203,68.289007,3,0.0
563,563,25.06072,60.201715,3,0.36000000000000004
564,564,24.94249,60.166867,3,0.36000000000000004
565,565,25.049941,60.153191,3,0.0
566,566,24.470453,60.114606,3,0.39130434782608686
567,567,25.142718,60.211425,3,0.7499999999999998
568,568,25.663268,60.293321,3,0.0
569,569,29.830796,62.609884,7,0.0
570,570,24.660532,60.603936,7,0.0
571,571,24.732435,60.386144,7,0.7499999999999998
572,572,25.118505,60.245617,7,0.7499999999999998
573,573,25.711617,62.33748,7,0.0
574,574,23.456747,63.858035,7,0.0
575,575,24.706198,61.483566,7,0.0
576,576,25.026552,60.791311,7,0.0
577,577,24.928784,60.177947,7,0.33333333333333304
578,578,24.293223,60.177411,7,0.0
579,579,25.084834,60.492899,3,0.37499999999999944
580,580,24.962315,60.189979,3,0.37499999999999944
581,581,24.811026,60.233405,3,0.45000000000000007
582,582,25.089269,60.23793,3,0.45000000000000007
583,583,24.596547,60.249142,3,0.0
584,584,24.873158,60.161944,3,0.36000000000000004
585,585,25.033306,60.231877,3,0.5999999999999994
586,586,24.140251,60.7758,3,0.0
587,587,24.917846,60.183424,3,0.4999999999999995
588,588,24.98668,60.252788,3,0.4999999999999995
589,589,23.083203,68.289007,3,0.0
590,590,23.337239,60.047446,3,0.0
591,591,25.27482,60.613838,3,0.0671641791044769
592,592,25.260582,60.376051,3,0.0671641791044769
593,593,24.945087,60.246104,3,0.5625
594,594,25.06045,60.311096,3,0.5625
595,595,24.961622,60.186189,7,0.17647058823529413
596,596,23.699787,60.141944,7,0.0
597,597,25.081983,60.352545,7,0.0288461538461538
598,598,25.122031,60.230125,7,0.0288461538461538
599,599,25.957681,64.829292,7,0.0
600,600,24.877714,60.239992,7,0.1323529411764699
601,601,22.603076,60.642046,7,0.0
602,602,23.855498,60.138727,7,0.0
603,603,25.110732,60.217481,7,0.7499999999999998
604,604,25.048777,60.184717,7,0.7499999999999998
605,605,27.128222,60.545396,7,0.0
606,606,22.580569,61.596876,7,0.0
